,index,Course code,Course title,Units,Requisite,Section,Component,Class #,Avail.,Day/Time,Location,Instructor,Begin/End Dates
111,0,520,Artificial Intelligence,3,Prerequisite: CSC 316 and either CSC 226 or LOG 201 or LOG 335 or background in symbolic logic,002,Lec,12000,Open80/80,M/W 8:30AM-9:45AM,1007 Engineering Building I,Staff,08/22/22 - 12/05/22
112,0,520,Artificial Intelligence,3,Prerequisite: CSC 316 and either CSC 226 or LOG 201 or LOG 335 or background in symbolic logic,601,Lec,1950,Open30/30, TBD,Distance Education - Online,"Lynch PhD,Collin F.",08/22/22 - 12/05/22
113,0,522,Automated Learning and Data,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",001,Lec,7902,Open50/120,M/W 1:30PM-2:45PM,2124 Engineering Building 3,"Chi,Min",08/22/22 - 12/05/22
114,0,522,Automated Learning and Data,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",002,Lec,11286,Open21/50,M/W 11:45AM-1:00PM,2336 Fitts-Woolard Hall,"Chi,Min",08/22/22 - 12/05/22
115,0,522,Automated Learning and Data,3,"Prerequisite: CSC 226 or LOG 201, ST 370, MA 305 or MA 405",601,Lec,7974,Open30/30, TBD,Distance Education - Online,"Chi,Min",08/22/22 - 12/05/22
116,0,530,Computational Methods for Molecular,3,"Prerequisite: CSC 316, Corequisite: CSC 505",001,Lec,4910,Open8/40,T/Th 6:00PM-7:15PM,1228 Engineering Building 2,"Heber,Steffen",08/22/22 - 12/05/22
117,0,533,Privacy in the Digital,3,Prerequisite: CSC 316,001,Lec,9937,Closed0/80,M/W 11:45AM-1:00PM,1230 Engineering Building 2,"Das,Anupam",08/22/22 - 12/05/22
118,0,533,Privacy in the Digital,3,Prerequisite: CSC 316,601,Lec,10160,Open30/30, TBD,Distance Education - Online,"Das,Anupam",08/22/22 - 12/05/22
119,0,540,Database Management concepts and,3,Prerequisite: CSC 316,001,Lec,1951,Open27/120,T/Th 11:45AM-1:00PM,2124 Engineering Building 3,"Ogan,Kemafor",08/22/22 - 12/05/22
120,0,540,Database Management concepts and,3,Prerequisite: CSC 316,601,Lec,9419,Open30/30, TBD,Distance Education - Online,"Ogan,Kemafor",08/22/22 - 12/05/22
121,0,547,Cloud Computing,3,Also listed as: ECE 547 ,001,Lec,12020,Closed0/55,M/W 6:00PM-7:15PM,2124 Engineering Building 3,"Viniotis,IoannisPapapanagiotou,Ioannis",08/22/22 - 12/05/22
122,0,554,Human-Computer,3,Prerequisite: CSC 316,001,Lec,12003,Closed0/100,T/Th 4:30PM-5:45PM,1231 Engineering Building 2,"Matsuda,Noboru",08/22/22 - 12/05/22
123,0,555,Social Computing and Decentralized Artificial,3,"This course surveys the field of social computing, introducing its key concepts, paradigms, and techniques. Specific topics are selected from the following list: social media and social network analytics, sociological underpinnings, crowdsourcing and surveys, human computation, social mobilization, human decision making, voting theory, judgment aggregation, prediction markets, economic mechanisms, incentives, organizational modeling, argumentation, contracts, norms, mobility and social context, sociotechnical systems, and software engineering with and for social computing. This course incorporates ideas from diverse disciplines [including sociology, psychology, law, economics, political science, logic, statistics, philosophy, business] to provide essential background for future computer science careers in industry and research.",001,Lec,8341,Waitlist0/30 (4),M/W 1:30PM-2:45PM,2232 Engineering Building 3,"Singh,Munindar P",08/22/22 - 12/05/22
124,0,555,Social Computing and Decentralized Artificial,3,"This course surveys the field of social computing, introducing its key concepts, paradigms, and techniques. Specific topics are selected from the following list: social media and social network analytics, sociological underpinnings, crowdsourcing and surveys, human computation, social mobilization, human decision making, voting theory, judgment aggregation, prediction markets, economic mechanisms, incentives, organizational modeling, argumentation, contracts, norms, mobility and social context, sociotechnical systems, and software engineering with and for social computing. This course incorporates ideas from diverse disciplines [including sociology, psychology, law, economics, political science, logic, statistics, philosophy, business] to provide essential background for future computer science careers in industry and research.",601,Lec,12148,Open30/30, TBD,Distance Education - Online,"Singh,Munindar P",08/22/22 - 12/05/22
125,0,561,Principles of Computer,3,Prerequisite: CSC Majors,001,Lec,4911,Open18/100,M/W 3:00PM-4:15PM,2124 Engineering Building 3,"Watson,Benjamin Allen",08/22/22 - 12/05/22
126,0,561,Principles of Computer,3,Prerequisite: CSC Majors,601,Lec,10162,Open30/30, TBD,Distance Education - Online,"Watson,Benjamin Allen",08/22/22 - 12/05/22
127,0,570,Computer,3,Also listed as: ECE 570 ,001,Lec,1953,Closed0/75,M/W 3:00PM-4:15PM,1231 Engineering Building 2,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
128,0,570,Computer,3,Also listed as: ECE 570 ,003,Lec,4690,Open4/40,M/W 11:45AM-1:00PM,1021 Engineering Building 2,"Eun,Do Young",08/22/22 - 12/05/22
129,0,573,Internet,3,Also listed as: ECE 573 ,001,Lec,1955,Closed0/60,M/W 4:30PM-5:45PM,2124 Engineering Building 3,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
130,0,573,Internet,3,Also listed as: ECE 573 ,002,Lec,1956,Open53/60,T/Th 3:00PM-4:15PM,1231 Engineering Building 2,"Yu,Ruozhou",08/22/22 - 12/05/22
131,0,573,Internet,3,Also listed as: ECE 573 ,601,Lec,5141,Open30/30, TBD,Distance Education - Online,"Harfoush,Khaled Abdel Hamid",08/22/22 - 12/05/22
132,0,574,Computer and Network,3,Also listed as: ECE 574 ,001,Lec,1957,Open7/45,T/Th 10:15AM-11:30AM,2207 Engineering Building 3,"Enck,William H",08/22/22 - 12/05/22
133,0,574,Computer and Network,3,Also listed as: ECE 574 ,601,Lec,8723,Open30/30, TBD,Distance Education - Online,"Enck,William H",08/22/22 - 12/05/22
134,0,577,Switched Network,3,Also listed as: ECE 577 ,001,Lec,7721,Open25/30,M/W 1:30PM-2:45PM,2331 Fitts-Woolard Hall,"Viniotis,Ioannis",08/22/22 - 12/05/22
135,0,577,Switched Network,3,Also listed as: ECE 577 ,201,Lab,7722,Open25/30,F 3:00PM-5:45PM,2321 Fitts-Woolard Hall,"Viniotis,Ioannis",08/22/22 - 12/05/22
136,0,579,Introduction to Computer Performance,3,Also listed as: ECE 579 OR 579 ,001,Lec,1958,Waitlist0/20 (1),M/W 11:45AM-1:00PM,2232 Engineering Building 3,"Rouskas,Georgios",08/22/22 - 12/05/22
137,0,579,Introduction to Computer Performance,3,Also listed as: ECE 579 OR 579 ,601,Lec,7401,Open30/30, TBD,Distance Education - Online,"Rouskas,Georgios",08/22/22 - 12/05/22
138,0,580,Numerical Analysis,3,Also listed as: MA 580 ,002,Lec,1959,Waitlist0/5 (2),T/Th 4:30PM-5:45PM,1218 SAS Hall,"Alexanderian,Alen",08/22/22 - 12/05/22
139,0,581,Game Engine,3,"In this course we will examine some of the components of a commercial strength game engine. We will survey different genres of games, using some of the unique design challenges each genre provides as a motivation for an in-depth examination of the affordances games engines provide for designing games of that genre. We will cover topics ranging from data structures, resource management, game loops and logical timing systems, scripting, error logging, and networking. A sequence of programming assignments will lead students through the implementation of their own game engine, which they will use to design their own game.",001,Lec,12004,Open4/20,M/W 10:15AM-11:30AM,135 BTEC,"Roberts,David L",08/22/22 - 12/05/22
140,0,582,Computer Models of Interactive,3,"A theoretical and practical study of the computational models supporting the creation of interactive narrative systems. Topics include basic introductions to cognitive, linguistic and film theoretic models of narrative; representations and reasoning techniques from artificial intelligence related to the creation of storylines, dialog, camera control and other features of narrative in text-based and/or 3D virtual worlds; mechanisms for controlling character behavior in multi-agent multi-user stories; and applications of these techniques ranging from interactive entertainment to educational software to training simulations.",001,Lec,9938,Open26/80,Th 4:30PM-7:15PM,2201 Engineering Building 3,"Jhala,Arnav H",08/22/22 - 12/05/22
141,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,001,Lec,8970,Open16/30,T/Th 10:15AM-11:30AM,4106 James B Hunt Jr Centenni,"Mueller,Rainer Frank",08/22/22 - 12/05/22
142,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,003,Lec,6691,Waitlist0/20 (0),T 4:30PM-7:15PM,1229 Engineering Building 2,"Jhala,Arnav H",08/22/22 - 12/05/22
143,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,021,Lec,5446,Open17/120,T/Th 11:45AM-1:00PM,2336 Fitts-Woolard Hall,"Menzies,Timothy James",08/22/22 - 12/05/22
144,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,025,Lec,10671,Closed0/20,F 8:30AM-11:15AM,2201 Engineering Building 3,"Shen,Xipeng",08/22/22 - 12/05/22
145,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,069,Lec,8058,Waitlist0/20 (0),M/W 10:15AM-11:30AM,2015 Engineering Building I,"Eun,Do Young",08/22/22 - 12/05/22
146,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,078,Lec,8685,Open4/10,T/Th 3:00PM-4:15PM,1230 Engineering Building 2,"Guvenc,Ismail",08/22/22 - 12/05/22
147,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,080,Lec,8955,Open7/10,M/W 4:30PM-5:45PM,2220 Engineering Building 3,"Aysu,Aydin",08/22/22 - 12/05/22
148,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,084,Lec,9351,Open10/25,M/W 4:30PM-5:45PM,2207 Engineering Building 3,"Lin,Shih-Chun",08/22/22 - 12/05/22
149,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,604,Lec,5214,Open10/10, TBD,,Staff,08/22/22 - 12/05/22
150,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,608,Lec,11224,Open30/30, TBD,Distance Education - Online,"Guvenc,Ismail",08/22/22 - 12/05/22
151,0,591,Special Topics In Computer Science Units:,6,Prerequisite: B average in technical subjects,611,Lec,10430,Open30/30, TBD,Distance Education - Online,"Lin,Shih-Chun",08/22/22 - 12/05/22
152,0,600,Computer Science Graduate,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",001,Lec,1960,Open177/200,F 12:50PM-1:40PM,1025 Engineering Building 2,"Healey,Christopher GrahamRouskas,Georgios",08/22/22 - 12/05/22
153,0,600,Computer Science Graduate,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",002,Lec,5553,Open77/100,F 12:50PM-1:40PM,1021 Engineering Building 2,"Healey,Christopher GrahamRouskas,Georgios",08/22/22 - 12/05/22
154,0,600,Computer Science Graduate,1,"Introduction for new graduate students to [a] information about graduate program, department, and university resources, and [b] research projects conducted by CSC faculty.",601,Lec,1961,Open40/40, TBD,Distance Education - Online,"Rouskas,Georgios",08/22/22 - 12/05/22
155,0,630,Master's Independent Study Units:,3,Individual investigation of topics under the direction of member[s] of the graduate faculty.,001,Ind,1962,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
156,0,690,Master's Examination Units:,9,Prerequisite: Master's student,001,The,1966,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
157,0,693,Master's Supervised Research Units:,9,Prerequisite: Master's student,001,Res,1967,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
158,0,695,Master's Thesis Research Units:,9,Prerequisite: Master's student,001,Res,1968,Open98/100, TBD,,Staff,08/22/22 - 12/05/22
159,0,699,Master's Thesis Preparation Units:,9,Prerequisite: Master's student,001,The,1969,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
160,0,711,Geospatial Data,3,Also listed as: GIS 711 ,001,Lec,12007,Waitlist0/5 (1),T 4:30PM-7:15PM,1109 Jordan Hall,"Vatsavai,Ranga Raju",08/22/22 - 12/05/22
161,0,791,Advanced Topics In Computer Science Units:,6,Advanced topics of current interest in computer science not covered by existing courses.,001,Lec,12008,Reserved18/20,T/Th 4:30PM-5:45PM,1231 Engineering Building 2,"Matsuda,Noboru",08/22/22 - 12/05/22
162,0,791,Advanced Topics In Computer Science Units:,6,Advanced topics of current interest in computer science not covered by existing courses.,012,Lec,9179,Open10/30,M/W 3:00PM-4:15PM,2232 Engineering Building 3,"Singh,Munindar P",08/22/22 - 12/05/22
163,0,791,Advanced Topics In Computer Science Units:,6,Advanced topics of current interest in computer science not covered by existing courses.,021,Lec,7428,Open12/20,T/Th 11:45AM-1:00PM,2336 Fitts-Woolard Hall,"Menzies,Timothy James",08/22/22 - 12/05/22
164,0,791,Advanced Topics In Computer Science Units:,6,Advanced topics of current interest in computer science not covered by existing courses.,025,Lec,10673,Waitlist0/20 (1),F 8:30AM-11:15AM,2201 Engineering Building 3,"Shen,Xipeng",08/22/22 - 12/05/22
165,0,791,Advanced Topics In Computer Science Units:,6,Advanced topics of current interest in computer science not covered by existing courses.,603,Lec,6302,Open30/30, TBD,Distance Education - Online,"Singh,Munindar P",08/22/22 - 12/05/22
166,0,801,Seminar in Computer Science Units:,3,Prerequisite: Graduate standing,001,Pro,1970,Open22/45,F 9:35AM-12:20PM,1226 Engineering Building 2,"Dutta,Rudra",08/22/22 - 12/05/22
167,0,830,Doctoral Independent Study Units:,3,Individual investigation of advanced topics under the direction of member[s] of the graduate faculty.,001,Ind,1972,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
168,0,885,Doctoral Supervised Teaching Units:,3,Prerequisite: Doctoral student,001,Lec,1973,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
169,0,890,Doctoral Preliminary Exam Units:,9,Prerequisite: Doctoral student,001,The,1974,Open90/100, TBD,,Staff,08/22/22 - 12/05/22
170,0,893,Doctoral Supervised Research Units:,9,Prerequisite: Doctoral student,001,Res,1975,Open165/200, TBD,,Staff,08/22/22 - 12/05/22
171,0,895,Doctoral Dissertation Research Units:,9,Prerequisite: Doctoral student,001,Res,1976,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
172,0,899,Doctoral Dissertation Preparation Units:,9,Prerequisite: Doctoral student,001,The,1977,Open100/100, TBD,,Staff,08/22/22 - 12/05/22
